subjID,StartDate,EndDate,AttritionRemedy,Age,Sex,RaceW_B_Ind_A_Haw_Biracial,Political Identification,CorpTax,CorpTaxImp,CC,Ccimp,Protest,Sign petitions,Call representative,Riot,Boycotting,Run for President of the USA,Flag_IMT,Simp0_1Comp,For0_1Ag,Con1_2Incon_3NP,CC0_1CT,ProcEase,PolAtt1,PolAtt2,PolAtt3,PolAttDV
180,6/23/17 17:02,6/23/17 17:04,I will complete the full survey,31,1,6,6,1,3,1,2,,,,,,6,0,1,0,1,0,3,5,5,5,5
181,6/23/17 17:01,6/23/17 17:03,I will complete the full survey,50,1,1,4,2,2,1,6,,,,,,6,0,1,0,1,0,3,4,5,5,4.666666667
182,6/23/17 17:10,6/23/17 17:11,I will complete the full survey,25,1,1,4,1,3,1,2,,,,,,6,0,1,0,1,0,4,5,6,6,5.666666667
183,6/23/17 17:08,6/23/17 17:10,I will complete the full survey,36,2,2,2,1,6,1,4,,,,,,6,0,1,0,1,0,4,4,4,4,4
184,6/23/17 17:07,6/23/17 17:09,I will complete the full survey,25,2,1,6,2,4,1,3,,,,,,6,0,1,0,1,0,4,5,5,5,5
185,6/23/17 17:07,6/23/17 17:08,i wil complete the full survey,22,2,1,2,1,5,1,5,,,,,,6,0,1,0,1,0,4,4,3,6,4.333333333
186,6/23/17 17:06,6/23/17 17:08,I will complete the full survey,34,1,1,6,2,4,2,4,,,,,,6,0,1,0,2,0,4,3,2,2,2.333333333
187,6/23/17 17:05,6/23/17 17:07,I will complete the full survey,59,2,1,2,1,7,1,6,,,,,,6,0,1,0,1,0,4,6,6,6,6
188,6/23/17 17:00,6/23/17 17:02,I will complete the full survey,29,1,1,6,1,5,1,5,,,,,,6,0,1,0,1,0,4,5,4,3,4
189,6/23/17 17:13,6/23/17 17:16,I will complete the full survey,51,2,2,4,1,6,1,5,,,,,,6,0,1,0,1,0,5,6,6,6,6
190,6/23/17 17:11,6/23/17 17:14,I will complete the full survey,44,2,1,4,3,3,3,2,,,,,,6,0,1,0,3,0,5,5,5,5,5
191,6/23/17 17:09,6/23/17 17:11,I will complete the full survey,30,2,1,1,1,2,1,4,,,,,,6,0,1,0,1,0,5,6,7,7,6.666666667
192,6/23/17 17:08,6/23/17 17:10,I will complete the full survey,26,2,1,1,3,2,1,5,,,,,,6,0,1,0,1,0,5,7,7,7,7
193,6/23/17 17:07,6/23/17 17:08,I will complete the full survey,29,1,1,2,1,3,1,4,,,,,,6,0,1,0,1,0,5,5,5,6,5.333333333
194,6/23/17 17:06,6/23/17 17:06,I will complete the full survey,21,1,1,1,2,5,1,6,,,,,,6,0,1,0,1,0,5,3,6,6,5
195,6/23/17 17:05,6/23/17 17:08,I will complete the full survey,29,1,1,3,1,5,1,6,,,,,,6,0,1,0,1,0,5,3,5,5,4.333333333
196,6/23/17 17:05,6/23/17 17:08,I will complete the full survey.,72,1,1,3,1,5,1,5,,,,,,6,0,1,0,1,0,5,6,6,6,6
197,6/23/17 17:02,6/23/17 17:03,I will complete the full survey,26,1,1,4,3,2,1,7,,,,,,6,0,1,0,1,0,5,6,6,6,6
198,6/23/17 17:00,6/23/17 17:03,I will complete the full survey,28,1,1,3,1,5,3,4,,,,,,6,0,1,0,3,0,5,4,3,3,3.333333333
199,6/23/17 17:22,6/23/17 17:25,I will complete the full survey,50,1,1,1,1,6,1,7,,,,,,6,0,1,0,1,0,6,7,7,7,7
200,6/23/17 17:21,6/23/17 17:23,I will complete the full survey,51,2,1,6,2,5,2,5,,,,,,6,0,1,0,2,0,6,2,5,5,4
201,6/23/17 17:13,6/23/17 17:15,I will complete the full survey,38,1,1,2,1,5,1,6,,,,,,6,0,1,0,1,0,6,5,5,6,5.333333333
202,6/23/17 17:10,6/23/17 17:13,I will complete the full survey,37,1,1,2,1,4,3,1,,,,,,6,0,1,0,3,0,6,5,5,6,5.333333333
203,6/23/17 17:05,6/23/17 17:09,I will complete the full survey,34,1,1,1,1,5,1,6,,,,,,6,0,1,0,1,0,6,5,6,7,6
204,6/23/17 17:03,6/23/17 17:05,I will complete the full survey,31,1,1,6,2,5,2,2,,,,,,6,0,1,0,2,0,6,4,4,4,4
205,6/23/17 17:36,6/23/17 17:41,I will complete the full survey.,50,1,1,4,1,4,1,7,,,,,,6,0,1,0,1,0,7,7,7,7,7
206,6/23/17 17:16,6/23/17 17:17,I will complete the survey,22,1,1,1,1,7,1,7,,,,,,6,0,1,0,1,0,7,4,7,7,6
207,6/23/17 17:06,6/23/17 17:08,I will complete the full survey,40,1,1,2,1,6,1,7,,,,,,6,0,1,0,1,0,7,6,7,6,6.333333333
208,6/23/17 17:05,6/23/17 17:06,I will complete the full survey,34,1,1,5,1,3,2,6,,,,,,6,0,1,0,2,0,7,2,2,1,1.666666667
209,6/23/17 17:00,6/23/17 17:02,I will complete the full survey,34,1,1,3,1,4,3,1,,,,,,6,0,1,0,3,0,7,3,4,2,3
210,6/23/17 17:00,6/23/17 17:03,I will complete the full survey,52,1,1,7,2,7,2,5,,,,,,6,0,1,0,2,0,7,2,2,1,1.666666667
211,6/23/17 17:16,6/23/17 17:19,I will complete the full survey,32,1,2,1,1,7,1,1,,,,,,6,0,0,1,2,0,1,1,1,1,1
212,6/23/17 17:08,6/23/17 17:14,I will complete the full survey,51,2,1,1,1,7,1,7,,,,,,6,0,0,1,2,0,1,1,1,1,1
213,6/23/17 17:17,6/23/17 17:20,I will complete the full survey,41,1,4,2,1,4,1,6,,,,,,6,0,0,1,2,0,2,1,2,1,1.333333333
214,6/23/17 17:05,6/23/17 17:08,I will complete the full survey,35,1,1,4,1,5,1,5,,,,,,6,0,0,1,2,0,2,3,3,3,3
215,6/23/17 17:01,6/23/17 17:03,I will complete the full survey,34,2,1,4,1,2,2,3,,,,,,6,0,0,1,1,0,2,4,4,4,4
216,6/23/17 17:00,6/23/17 17:02,I will complete the full survey,27,2,4,4,2,5,1,4,,,,,,6,0,0,1,2,0,2,2,2,2,2
217,6/23/17 17:00,6/23/17 17:02,I will complete the full survey,41,2,1,6,3,2,3,2,,,,,,6,0,0,1,3,0,2,3,3,3,3
218,6/23/17 17:19,6/23/17 17:21,I will complete the full survey,38,1,1,7,2,5,3,1,,,,,,6,0,0,1,3,0,3,6,6,6,6
219,6/23/17 17:17,6/23/17 17:19,I will complete the full survey,23,2,2,4,1,3,1,4,,,,,,6,0,0,1,2,0,3,3,3,3,3
220,6/23/17 17:11,6/23/17 17:14,i will complete the full survey,42,1,1,4,1,5,3,2,,,,,,6,0,0,1,3,0,3,2,2,1,1.666666667
221,6/23/17 17:06,6/23/17 17:11,I will complete the full survey,27,1,4,4,1,2,1,2,,,,,,6,0,0,1,2,0,3,2,2,2,2
222,6/23/17 17:09,6/23/17 17:10,I will complete the full survey,44,2,1,6,2,3,1,3,,,,,,6,0,0,1,2,0,3,2,2,2,2
223,6/23/17 17:05,6/23/17 17:07,I will complete the full survey,39,2,1,1,1,5,1,4,,,,,,6,0,0,1,2,0,3,2,2,1,1.666666667
224,6/23/17 17:05,6/23/17 17:07,I will complete the full survey,68,1,1,3,1,4,1,5,,,,,,6,0,0,1,2,0,3,3,5,5,4.333333333
225,6/23/17 17:04,6/23/17 17:06,I will complete the full survey,61,1,1,5,2,6,1,2,,,,,,6,0,0,1,2,0,3,4,4,2,3.333333333
226,6/23/17 17:45,6/23/17 17:46,I will complete the full survey,22,1,4,4,2,,3,3,,,,,,6,0,0,1,3,0,4,4,4,4,4
227,6/23/17 17:15,6/23/17 17:17,I will complete the full survey,25,2,1,5,2,4,3,3,,,,,,6,0,0,1,3,0,4,4,4,4,4
228,6/23/17 17:14,6/23/17 17:16,"I will complete the full survey"" so that we can ensure your data will be of high quality",41,2,1,5,1,5,2,3,,,,,,6,0,0,1,1,0,4,2,1,1,1.333333333
229,6/23/17 17:09,6/23/17 17:10,I will complete the full survey,33,2,1,2,1,5,1,5,,,,,,6,0,0,1,2,0,4,1,1,1,1
230,6/23/17 17:07,6/23/17 17:09,I will complete the full survey,34,1,1,6,2,4,2,4,,,,,,6,0,0,1,1,0,4,5,5,5,5
231,6/23/17 17:02,6/23/17 17:07,I will complete the full survey,30,1,4,4,2,5,3,3,,,,,,6,0,0,1,3,0,4,4,4,4,4
232,6/23/17 17:30,6/23/17 17:31,I will complete the full survey,23,2,6,3,1,4,1,5,,,,,,6,0,0,1,2,0,5,5,5,6,5.333333333
233,6/23/17 17:17,6/23/17 17:18,I will complete the full survey,27,1,1,5,2,5,1,6,,,,,,6,0,0,1,2,0,5,6,5,2,4.333333333
234,6/23/17 17:16,6/23/17 17:38,I will complete the full survey,26,2,1,1,1,6,1,6,,,,,,6,0,0,1,2,0,5,1,1,1,1
235,6/23/17 17:15,6/23/17 17:18,I will complete the full survey,27,1,1,5,1,5,1,2,,,,,,6,0,0,1,2,0,5,2,2,2,2
236,6/23/17 17:09,6/23/17 17:13,I will complete the full survey,37,1,1,6,2,5,2,3,,,,,,6,0,0,1,1,0,5,5,5,5,5
237,6/23/17 17:11,6/23/17 17:14,I will complete the full survey,37,2,1,5,2,5,2,6,,,,,,6,0,0,1,1,0,5,3,3,2,2.666666667
238,6/23/17 17:04,6/23/17 17:06,I will complete the full survey,31,2,1,4,3,5,1,7,,,,,,6,0,0,1,2,0,5,1,1,1,1
239,6/23/17 17:03,6/23/17 17:05,I will complete the full survey,23,1,1,5,1,4,1,7,,,,,,6,0,0,1,2,0,5,2,2,1,1.666666667
240,6/23/17 17:19,6/23/17 17:21,i will complete the full survey,34,1,1,2,1,4,3,1,,,,,,6,0,0,1,3,0,6,2,2,2,2
241,6/23/17 17:06,6/23/17 17:17,I will complete the full survey,44,2,1,1,1,4,1,4,,,,,,6,0,0,1,2,0,6,1,1,1,1
242,6/23/17 17:11,6/23/17 17:12,I will complete the full survey,26,2,1,1,1,2,1,2,,,,,,6,0,0,1,2,0,6,1,1,1,1
243,6/23/17 17:05,6/23/17 17:07,I will complete the full survey,18,1,1,2,1,6,1,6,,,,,,6,0,0,1,2,0,6,1,1,1,1
244,6/23/17 17:05,6/23/17 17:07,I will complete the full survey,31,1,1,4,2,6,2,4,,,,,,6,0,0,1,1,0,6,6,6,6,6
245,6/23/17 17:04,6/23/17 17:06,I will complete the full survey,48,1,1,3,2,7,3,2,,,,,,6,0,0,1,3,0,6,1,1,1,1
246,6/23/17 17:03,6/23/17 17:05,I will complete the full survey,33,1,1,1,1,7,1,5,,,,,,6,0,0,1,2,0,6,1,1,1,1
247,6/23/17 17:03,6/23/17 17:06,I will complete the full survey,36,2,1,2,3,4,1,7,,,,,,6,0,0,1,2,0,6,1,1,1,1
248,6/23/17 17:11,6/23/17 17:13,I will complete the full survey,45,1,1,2,1,6,1,3,,,,,,6,0,0,1,2,0,7,1,1,1,1
249,6/23/17 17:06,6/23/17 17:15,I will complete the full survey,31,1,1,4,1,6,1,6,,,,,,6,0,0,1,2,0,7,1,1,1,1
250,6/23/17 17:02,6/23/17 17:04,I will complete the full survey,31,1,1,1,1,5,1,7,,,,,,6,0,0,1,2,0,7,1,1,1,1
251,6/23/17 17:01,6/23/17 17:04,I will complete the full survey,25,2,1,1,1,6,1,6,,,,,,6,0,0,1,2,0,7,1,1,1,1
252,6/23/17 17:16,6/23/17 17:20,I will complete the full survey,46,2,1,6,1,4,1,5,,,,,,6,0,0,0,1,0,3,7,7,7,7
253,6/23/17 17:06,6/23/17 17:09,"""I will complete the full survey"" ",66,2,2,6,1,6,1,6,,,3,,,,1,0,0,1,0,3,3,3,4,3.333333333
254,6/23/17 17:06,6/23/17 17:07,I will complete the full survey,39,2,1,2,1,5,1,5,,,,,,6,0,0,0,1,0,3,6,7,7,6.666666667
255,6/23/17 17:01,6/23/17 17:04,I will complete the full survey,39,1,1,7,2,3,2,5,,,,,,6,0,0,0,2,0,3,1,1,1,1
256,6/23/17 17:16,6/23/17 17:19,I will complete the full survey.,27,1,6,4,3,5,2,3,,,,,,6,0,0,0,2,0,4,3,3,2,2.666666667
257,6/23/17 17:05,6/23/17 17:07,I will complete the full survey,39,1,1,2,1,2,1,5,,,,,,6,0,0,0,1,0,4,5,5,4,4.666666667
258,6/23/17 17:02,6/23/17 17:04,I will complete the full survey,28,1,1,2,1,6,1,7,,,,,,6,0,0,0,1,0,4,6,7,6,6.333333333
259,6/23/17 17:00,6/23/17 17:04,I will complete the full survey,54,2,1,3,1,4,1,5,,,,,,6,0,0,0,1,0,4,4,5,5,4.666666667
260,6/23/17 16:59,6/23/17 17:02,I will complete the full survey,36,2,1,5,1,4,1,5,,,,,,6,0,0,0,1,0,4,5,5,5,5
261,6/23/17 17:00,6/23/17 17:05,i will complete the full survey,26,2,1,2,2,2,1,3,,,,,,6,0,0,0,1,0,4,2,3,5,3.333333333
262,6/23/17 17:15,6/23/17 17:17,I will complete the full survey,27,1,1,5,1,3,1,2,,,,,,6,0,0,0,1,0,5,4,5,5,4.666666667
263,6/23/17 17:11,6/23/17 17:16,I will complete the full survey,37,2,1,2,1,4,1,4,,,,,,6,0,0,0,1,0,5,5,5,5,5
264,6/23/17 17:06,6/23/17 17:08,I will complete the full survey,58,2,1,2,1,4,2,2,,,,,,6,0,0,0,2,0,5,6,5,6,5.666666667
265,6/23/17 17:04,6/23/17 17:06,I will complete the full survey,29,1,1,1,1,5,1,6,,,,,,6,0,0,0,1,0,5,4,4,5,4.333333333
266,6/23/17 17:00,6/23/17 17:04,I will complete the full survey,21,1,2,2,1,5,1,5,,,,,,6,0,0,0,1,0,5,5,4,5,4.666666667
267,6/23/17 17:00,6/23/17 17:02,I will complete the full survey,31,2,1,3,1,3,1,4,,,,,,6,0,0,0,1,0,5,4,3,3,3.333333333
268,6/23/17 17:18,6/23/17 17:19,I will complete the full survey,29,2,1,1,1,5,1,5,,,,,,6,0,0,0,1,0,6,7,7,7,7
269,6/23/17 17:10,6/23/17 17:12,"I will complete the full survey"" so that we can ensure your data will be of high quality",23,1,6,5,3,5,1,7,,,,,,6,0,0,0,1,0,6,6,6,6,6
270,6/23/17 17:09,6/23/17 17:10,I will complete the full survey,26,2,1,2,1,5,1,5,,,,,,6,0,0,0,1,0,6,6,6,6,6
271,6/23/17 17:07,6/23/17 17:09,I will complete the full survey,33,2,1,6,3,2,1,5,,,,,,6,0,0,0,1,0,6,7,7,7,7
272,6/23/17 17:04,6/23/17 17:06,I will complete the full survey,46,1,1,5,2,6,1,2,,,,,,6,0,0,0,1,0,6,5,5,5,5
273,6/23/17 17:00,6/23/17 17:02,I will complete the full survey,40,1,1,6,2,6,2,6,,,,,,6,0,0,0,2,0,6,1,1,1,1
274,6/23/17 17:13,6/23/17 17:18,I will complete the full survey,42,2,6,3,1,6,1,7,,,,,,6,0,0,0,1,0,7,7,7,7,7
275,6/23/17 17:15,6/23/17 17:18,I will complete the full survey,60,1,1,1,1,7,1,7,,,,,,6,0,0,0,1,0,7,7,7,7,7
276,6/23/17 17:14,6/23/17 17:16,I WILL COMPLETE THE FULL SURVEY,34,1,1,4,1,5,1,3,,,,,,6,0,0,0,1,0,7,7,7,7,7
277,6/23/17 17:11,6/23/17 17:16,I will complete the full survey,53,1,1,5,3,6,1,7,,,,,,6,0,0,0,1,0,7,7,7,7,7
278,6/23/17 17:12,6/23/17 17:12,I will complete the full survey,26,1,1,1,1,7,1,6,,,,,,6,0,0,0,1,0,7,6,7,7,6.666666667
279,6/23/17 17:09,6/23/17 17:10,I will complete the full survey,65,1,1,1,1,7,1,7,,,,,,6,0,0,0,1,0,7,7,7,7,7
280,6/23/17 17:08,6/23/17 17:10,I will complete the full survey,32,1,1,4,3,4,1,5,,,,,,6,0,0,0,1,0,7,5,5,5,5
281,6/23/17 17:07,6/23/17 17:11,I will complete the full survey ,22,1,2,0,3,1,3,1,,,,,,6,0,0,0,3,0,7,7,7,7,7
282,6/23/17 17:04,6/23/17 17:06,I will complete the full survey,23,2,6,5,2,3,3,3,,,,,,6,0,0,0,3,0,7,5,5,5,5
283,6/23/17 17:03,6/23/17 17:05,I will complete the full survey,27,2,4,1,1,7,1,6,,,,,,6,0,0,0,1,0,7,7,7,7,7
284,6/23/17 17:01,6/23/17 17:04,I will complete the full survey,34,1,1,2,1,4,1,7,,,,,,6,0,0,0,1,0,7,7,6,7,6.666666667
285,6/23/17 17:42,6/23/17 17:48,I will complete the full survey,33,1,2,5,1,5,1,6,,2,,4,5,,1,1,1,2,1,6,4,2,6,4
286,6/23/17 17:38,6/23/17 17:42,,53,1,1,2,1,5,1,6,,,,,,6,0,1,1,2,1,3,4,4,4,4
287,6/23/17 17:30,6/23/17 17:33,I will complete the full survey,37,2,2,6,1,1,1,1,,,,,,6,0,1,1,2,1,2,4,4,2,3.333333333
288,6/23/17 17:22,6/23/17 17:25,I will complete the full survey,33,1,1,1,1,7,1,4,,,,,,6,0,1,1,2,1,5,5,5,5,5
289,6/23/17 17:18,6/23/17 17:20,I will complete the full survey,58,2,1,1,1,5,1,5,,,,,,6,0,1,1,2,1,4,3,3,2,2.666666667
290,6/23/17 17:16,6/23/17 17:18,I will complete the full survey,30,1,1,5,1,5,1,6,,,,,,6,0,1,1,2,1,5,2,5,6,4.333333333
291,6/23/17 17:11,6/23/17 17:16,I will complete the full survey,,,0,,,,,,,,,,,,1,1,1,,1,,,,,
292,6/23/17 17:13,6/23/17 17:17,I will complete the full survey,58,2,1,4,3,4,1,5,,,,,,6,0,1,1,3,1,1,4,4,4,4
293,6/23/17 17:13,6/23/17 17:15,I will complete the full survey,30,2,4,3,1,6,1,6,,,,,,6,0,1,1,2,1,4,2,2,2,2
294,6/23/17 17:11,6/23/17 17:16,I will complete the full survey,27,2,2,4,1,4,3,2,,,,,,6,0,1,1,2,1,3,5,5,6,5.333333333
295,6/23/17 17:11,6/23/17 17:15,I will complete the full survey,59,1,1,2,1,7,3,1,,,,,,6,0,1,1,2,1,1,4,4,4,4
296,6/23/17 17:11,6/23/17 17:13,I will complete the full survey,30,1,1,2,1,4,1,4,,,,,,6,0,1,1,2,1,2,4,4,4,4
297,6/23/17 17:11,6/23/17 17:13,I will complete the full survey,33,1,2,7,2,1,3,1,,,,,,6,0,1,1,1,1,1,4,4,4,4
298,6/23/17 17:09,6/23/17 17:11,I will complete the full survey,45,2,1,,2,2,3,1,,,,,,6,0,1,1,1,1,1,2,3,3,2.666666667
299,6/23/17 17:09,6/23/17 17:11,I will complete the full survey,31,1,1,1,1,6,3,3,,,,,,6,0,1,1,2,1,2,2,2,2,2
300,6/23/17 17:08,6/23/17 17:11,I will complete the full survey,47,1,1,4,1,7,1,7,,,,,,6,0,1,1,2,1,2,4,4,3,3.666666667
301,6/23/17 17:07,6/23/17 17:20,I will complete the full survey,32,2,1,6,2,6,1,4,,,,,,6,0,1,1,1,1,2,2,2,2,2
302,6/23/17 17:07,6/23/17 17:12,I will completle the full survey,41,2,3,3,3,4,3,4,,,,,,6,0,1,1,3,1,3,4,4,4,4
303,6/23/17 17:07,6/23/17 17:09,I will complete the full survey,39,1,1,6,2,6,2,4,,,,,,6,0,1,1,1,1,1,4,4,4,4
304,6/23/17 17:06,6/23/17 17:07,I will complete the full survey,29,1,1,2,1,6,1,7,,,,,,6,0,1,1,2,1,7,7,6,7,6.666666667
305,6/23/17 17:06,6/23/17 17:08,I will complete the full survey,35,2,1,6,1,4,1,6,,,,,,6,0,1,1,2,1,2,4,4,4,4
306,6/23/17 17:05,6/23/17 17:07,I will complete the full survey,34,1,3,2,1,5,1,6,,,,,,6,0,1,1,2,1,3,4,4,4,4
307,6/23/17 17:05,6/23/17 17:07,I will complete the full survey,35,2,2,1,1,1,1,3,,,,,,6,0,1,1,2,1,3,4,4,3,3.666666667
308,6/23/17 17:05,6/23/17 17:06,I will complete the full survey,45,2,2,4,3,3,1,4,,,,,,6,0,1,1,3,1,4,3,4,4,3.666666667
309,6/23/17 17:04,6/23/17 17:06,I will complete the full survey,29,1,4,4,3,2,3,2,,,,,,6,0,1,1,3,1,2,2,2,2,2
310,6/23/17 17:04,6/23/17 17:06,I will complete the full survey,40,1,1,3,1,5,1,3,,,,,,6,0,1,1,2,1,2,3,3,3,3
311,6/23/17 17:04,6/23/17 17:06,I will complete the full survey,59,1,1,2,1,6,1,4,,,,,,6,0,1,1,2,1,1,4,4,4,4
312,6/23/17 17:04,6/23/17 17:09,I will complete the full survey,45,2,1,3,1,5,1,3,,,,,,6,0,1,1,2,1,1,3,3,4,3.333333333
313,6/23/17 17:03,6/23/17 17:05,I will complete the full survey,33,2,2,1,1,6,1,4,,,,,,6,0,1,1,2,1,2,3,,3,3
314,6/23/17 17:03,6/23/17 17:05,I will complete the full survey,33,1,1,7,1,6,1,5,,,,,,6,0,1,1,2,1,6,5,5,3,4.333333333
315,6/23/17 17:02,6/23/17 17:04,I will complete the full survey,25,2,1,1,1,5,1,5,,,,,,6,0,1,1,2,1,2,4,4,4,4
316,6/23/17 17:02,6/23/17 17:04,I will complete the full survey,25,2,1,2,1,4,1,5,,,,,,6,0,1,1,2,1,2,3,3,3,3
317,6/23/17 17:02,6/23/17 17:05,I will complete the full survey,66,1,1,6,2,6,1,6,,,,,,6,0,1,1,1,1,2,4,3,3,3.333333333
318,6/23/17 17:02,6/23/17 17:06,I will complete the full survey,28,1,1,4,2,3,2,4,,,,,,6,0,1,1,1,1,5,1,1,1,1
319,6/23/17 17:01,6/23/17 17:05,I will complete the full survey,54,2,1,4,3,,1,1,,,,,,6,0,1,1,3,1,1,1,4,4,3
320,6/23/17 17:01,6/23/17 17:05,I will complete the full survey,23,1,1,1,1,7,1,7,,,,,,6,0,1,1,2,1,2,1,1,1,1
321,6/23/17 17:00,6/23/17 17:03,I will complete the full survey,33,1,1,2,1,7,1,6,,,,,,6,0,1,1,2,1,5,2,2,1,1.666666667
322,6/23/17 17:00,6/23/17 17:02,I will complete the full survey,25,2,2,3,3,3,1,4,,,,,,6,0,1,1,3,1,1,3,3,3,3
323,6/23/17 17:00,6/23/17 17:01,I will complete the full survey,20,2,1,2,1,5,1,5,,,,,,6,0,1,1,2,1,3,4,4,4,4
324,6/23/17 17:00,6/23/17 17:03,I will complete the full survey ,59,2,1,6,2,5,2,2,,,,,,6,0,1,1,1,1,1,3,3,2,2.666666667
325,6/23/17 17:00,6/23/17 17:03,I will complete the full survey,57,2,2,2,1,6,3,3,,,,,,6,0,1,1,2,1,1,4,4,4,4
326,6/23/17 16:59,6/23/17 17:05,I will complete the full survey,,2,1,1,3,3,1,5,,,,,,6,0,1,1,3,1,3,5,5,5,5
327,6/23/17 16:59,6/23/17 17:03,iwill complete the full survey,36,1,1,2,1,5,1,4,,,,,,6,0,1,1,2,1,2,4,5,3,4
