date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	15:28:21	2	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	4	0	88	0	10	humane	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	4	0	72	0	9	important	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	4	0	72	0	15	altruistic	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	4	0	57	0	11	good-looking	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	4	0	66	0	6	sociable	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	4	0	67	0	2	wise	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	4	0	75	0	8	reliable	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	4	0	76	0	12	persistent	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	4	0	61	0	4	good-natured	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	4	0	87	0	17	strong	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	4	0	70	0	5	humorous	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	4	0	105	0	3	happy	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	4	0	97	0	7	popular	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	4	0	89	0	1	generous	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	4	0	81	0	13	serious	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	4	0	81	0	16	imaginative	40pct	50pct	32	1	How POSITIVE is someone who is:	30pct	50pct	32	0	0	0	0	0
070913	15:28:21	2	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	16	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	12:17:37	43	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	6235	0	1	IF_pretest.jpg	50pct	50pct	113	1	consent.jpg	75	70	113	1	no_consent.jpg	75	30	113
070913	12:17:37	43	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	6	0	10793	0	11	good-looking	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	7	0	3929	0	4	good-natured	40pct	50pct	14	1	How POSITIVE is someone who is:	30pct	50pct	14	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	4	0	2214	0	12	persistent	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	7	0	2162	0	6	sociable	40pct	50pct	14	1	How POSITIVE is someone who is:	30pct	50pct	14	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	7	0	2319	0	5	humorous	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	7	0	2009	0	8	reliable	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	4	0	3692	0	7	popular	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	7	0	1822	0	10	humane	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	7	0	1610	0	3	happy	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	5	0	4101	0	16	imaginative	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	6	0	1681	0	1	generous	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	5	0	2860	0	13	serious	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	5	0	4303	0	9	important	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	7	0	2003	0	18	honest	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	4	0	2557	0	14	restrained	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	7	0	2099	0	2	wise	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	7	0	1913	0	15	altruistic	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	4	0	1576	0	17	strong	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	12:17:37	43	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	13	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	09:46:29	14	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	3964	0	1	IF_pretest.jpg	50pct	50pct	106	1	consent.jpg	75	70	106	1	no_consent.jpg	75	30	106
070913	09:46:29	14	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	7	0	3131	0	16	imaginative	40pct	50pct	13	1	How POSITIVE is someone who is:	30pct	50pct	13	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	7	0	867	0	5	humorous	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	7	0	851	0	18	honest	40pct	50pct	11	1	How POSITIVE is someone who is:	30pct	50pct	11	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	7	0	713	0	12	persistent	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	3	0	3498	0	14	restrained	40pct	50pct	11	1	How POSITIVE is someone who is:	30pct	50pct	11	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	7	0	1261	0	1	generous	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	7	0	965	0	2	wise	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	7	0	707	0	7	popular	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	7	0	939	0	11	good-looking	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	7	0	780	0	17	strong	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	7	0	740	0	9	important	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	7	0	596	0	10	humane	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	7	0	519	0	8	reliable	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	7	0	498	0	4	good-natured	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	7	0	424	0	13	serious	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	7	0	440	0	3	happy	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	7	0	491	0	6	sociable	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	7	0	728	0	15	altruistic	40pct	50pct	12	1	How POSITIVE is someone who is:	30pct	50pct	12	0	0	0	0	0
070913	09:46:29	14	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	13	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	15:03:45	58	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	3478	0	1	IF_pretest.jpg	50pct	50pct	131	1	consent.jpg	75	70	131	1	no_consent.jpg	75	30	131
070913	15:03:45	58	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	4	0	4404	0	14	restrained	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	7	0	3314	0	9	important	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	7	0	1300	0	17	strong	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	6	0	2302	0	6	sociable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	7	0	1584	0	5	humorous	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	7	0	1335	0	2	wise	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	7	0	1592	0	15	altruistic	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	6	0	1430	0	16	imaginative	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	5	0	1443	0	12	persistent	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	7	0	1144	0	1	generous	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	5	0	1409	0	11	good-looking	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	4	0	1423	0	13	serious	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	7	0	1292	0	8	reliable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	7	0	1055	0	3	happy	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	4	0	2099	0	7	popular	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	6	0	2269	0	4	good-natured	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	5	0	1976	0	10	humane	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	7	0	1104	0	18	honest	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	15:03:45	58	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	16	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	08:40:48	10	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	2666	0	1	IF_pretest.jpg	50pct	50pct	100	1	consent.jpg	75	70	100	1	no_consent.jpg	75	30	100
070913	08:40:48	10	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	4	0	4821	0	7	popular	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	6	0	2858	0	12	persistent	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	5	0	1167	0	5	humorous	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	5	0	1503	0	6	sociable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	5	0	1393	0	1	generous	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	7	0	2479	0	2	wise	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	6	0	1628	0	4	good-natured	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	6	0	1652	0	8	reliable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	5	0	1360	0	15	altruistic	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	3	0	1862	0	9	important	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	3	0	2737	0	13	serious	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	3	0	1770	0	11	good-looking	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	5	0	1441	0	3	happy	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	4	0	1220	0	10	humane	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	5	0	1185	0	17	strong	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	5	0	1727	0	14	restrained	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	5	0	1319	0	16	imaginative	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	5	0	1161	0	18	honest	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	08:40:48	10	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	16	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	14:56:20	61	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	3377	0	1	IF_pretest.jpg	50pct	50pct	100	1	consent.jpg	75	70	100	1	no_consent.jpg	75	30	100
070913	14:56:20	61	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	4	0	4790	0	11	good-looking	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	5	0	2024	0	6	sociable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	7	0	1342	0	10	humane	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	3	0	1203	0	17	strong	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	4	0	1096	0	16	imaginative	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	4	0	795	0	5	humorous	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	3	0	971	0	13	serious	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	8	rating	valence	0	0	0	0	0	0	7	0	1505	0	4	good-natured	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	9	rating	valence	0	0	0	0	0	0	6	0	969	0	3	happy	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	10	rating	valence	0	0	0	0	0	0	7	0	1172	0	15	altruistic	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	11	rating	valence	0	0	0	0	0	0	7	0	1336	0	8	reliable	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	12	rating	valence	0	0	0	0	0	0	4	0	878	0	7	popular	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	13	rating	valence	0	0	0	0	0	0	7	0	935	0	1	generous	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	14	rating	valence	0	0	0	0	0	0	6	0	805	0	2	wise	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	15	rating	valence	0	0	0	0	0	0	7	0	1327	0	18	honest	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	16	rating	valence	0	0	0	0	0	0	5	0	831	0	12	persistent	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	17	rating	valence	0	0	0	0	0	0	4	0	1224	0	14	restrained	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	2	18	rating	valence	0	0	0	0	0	0	4	0	1518	0	9	important	40pct	50pct	16	1	How POSITIVE is someone who is:	30pct	50pct	16	0	0	0	0	0
070913	14:56:20	61	3.0.6.0	4	1	end	end	0	0	0	0	0	0	0	0	2	0	1		60	50	16	0	0	0	0	0	0	0	0	0	0
date	time	subject	build	blocknum	trialnum	blockcode	trialcode	pretrialpause	posttrialpause	windowcenter	trialduration	trialtimeout	blocktimeout	response	correct	latency	inwindow	stimulusnumber1	stimulusitem1	stimulusvpos1	stimulushpos1	stimulusonset1	stimulusnumber2	stimulusitem2	stimulusvpos2	stimulushpos2	stimulusonset2	stimulusnumber3	stimulusitem3	stimulusvpos3	stimulushpos3	stimulusonset3
070913	08:52:37	21	3.0.6.0	1	1	INF	INF	100	100	0	0	0	0	consent	0	12923	0	1	IF_pretest.jpg	50pct	50pct	132	1	consent.jpg	75	70	132	1	no_consent.jpg	75	30	132
070913	08:52:37	21	3.0.6.0	2	1	rating	valence	0	0	0	0	0	0	7	0	4981	0	3	happy	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	08:52:37	21	3.0.6.0	2	2	rating	valence	0	0	0	0	0	0	7	0	2945	0	15	altruistic	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	08:52:37	21	3.0.6.0	2	3	rating	valence	0	0	0	0	0	0	6	0	3288	0	6	sociable	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	08:52:37	21	3.0.6.0	2	4	rating	valence	0	0	0	0	0	0	6	0	2083	0	7	popular	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	08:52:37	21	3.0.6.0	2	5	rating	valence	0	0	0	0	0	0	5	0	4203	0	9	important	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	08:52:37	21	3.0.6.0	2	6	rating	valence	0	0	0	0	0	0	6	0	2300	0	11	good-looking	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
070913	08:52:37	21	3.0.6.0	2	7	rating	valence	0	0	0	0	0	0	3	0	3138	0	14	restrained	40pct	50pct	15	1	How POSITIVE is someone who is:	30pct	50pct	15	0	0	0	0	0
