Include,Condition_Tracking,textcomp,Ifnd,external_lfdn,tester,dispcode,lastpage,quality,duration,c_0001,c_0002,AgreeInformedConsent,EmpathicConcern_1,EmpathicConcern_2_R,EmpathicConcern_3,EmpathicTendency_4,EmpathicConcern_5_R,EmpathicConcern_6_R,EmpathicConcern_7,brieflydescribe,thoughtsfeels,Identification_1,Identification_2,Identification_3,Identification_4,Identification_5,Identification_6,Identification_7,Identification_8,Identification_9,Identification_10,Responsibility_1,Responsibility_2,Appreciation_1,Appreciation_2,Appreciation_3,Enjoyment_1,Enjoyment_2,Enjoyment_3,NarrativeEngagement_1_R,NarrativeEngagement_2_R,NarrativeEngagement_3_R,NarrativeEngagement_4_R,NarrativeEngagement_5_R,NarrativeEngagement_6_R,NarrativeEngagement_7,NarrativeEngagement_8,NarrativeEngagement_9,NarrativeEngagement_10,NarrativeEngagement_11,NarrativeEngagement_12,BogusItem,percentagedonated,whydonate,Whereshe,Howfriends,Whytears,Why1,Whentip,Whoch,MTurkorCrowdflower,MTurkorCrowdflower_other,CrowflowerContributorID,Gender,gender_other,Age,Nationality,CountryResidency,LivedHomeless,FirstLanguage,FirstLanguage_Other,Occupation_unemployed,Occupation_student,Occupation_bluecollar_service,Occupation_clerical,Occupation_selfemployed,Occupation_professionalmanagerial,Occupation_otheryn,Occupation_otherwhat,condition,condition_other,storyoff_yn,storyoff_what,otherissues,comments,Data_quality_carefully_answered,Data_quality_participated_morethanonce,browser,referer,participant_browser,participant_browser_version,participant_os,participant_device,participant_brand,participant_model,participant_isbot,participant_continent,participant_country,participant_region,participant_city,participant_latitude,participant_longitude,quota,quota_assignment,page_history,hflip,vflip,output_mode,javascript,flash,session_id,language,cleaned,ats,datetime,date_of_last_access,date_of_first_mail,rts1496361,rts1496371,rts1496372,rts1496373,rts1496429,rts1496442,rts1496445,rts1496447,rts1496449,rts1501165,rts1624135,rts1646780,rts1646798,rts1693823,rts1693825,rts1693827,rts1693829,rts1693831,rts1693833,rts1693835,rts1693837,rts1693839,rts1693841,rts1693843,rts1693845,rts1693886,tic
yes,Nicht Interaktiv,4,487,0,0,31,1496374,-77,716,-66,-66,1,6,3,6,6,1,2,6,this woman was evicted from her home with no warning. She did nothing wrong/,I do not believe that she would have had to have moved out within this short period of time. I believe by law you are required to have longer. I felt bad for her though regardless of when she moved out she still would have faced these problems.,4,2,4,5,5,5,4,5,6,5,4,4,5,5,5,5,5,5,3,4,4,5,5,4,4,4,5,4,7,5,7,20,it seemed reasonable.,4,1,3,1,3,1,-77,-66,33721948,1,-99,49,U.S.,USA,3,1,-99,0,0,0,1,0,0,0,-99,1,-99,1,-99,no,no,1,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,861,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,e0013aa94812d893e735d75c32a3db9f,1,0,1467215563,29/06/16 15:52,29/06/16 16:04,0000-00-00 00:00:00,39,478,488,579,440,34,405,417,657,409,661,383,550,674,0,0,717,0,0,0,0,0,0,0,0,10,4e8bbbfd95bb3db4e5792bf6e7cf68d1
no- text comprehension,488,2,488,0,0,22,1693825,-77,430,-66,-66,1,6,2,2,5,2,2,5,some one is generous to some people,touched your heart.,6,4,4,4,5,5,4,5,5,4,5,4,6,5,5,6,5,5,6,2,5,4,4,5,5,4,4,4,5,4,7,1,no reason,4,1,1,4,2,4,-77,-66,15965551,2,-99,31,english,england,3,1,-99,0,0,0,0,0,1,0,-99,1,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,b48473176f3e17e5cc98c1145053ba65,1,0,1467215695,29/06/16 15:54,29/06/16 16:02,0000-00-00 00:00:00,65,267,276,416,243,59,163,189,428,169,430,149,326,444,0,0,0,0,0,0,0,0,0,0,0,26,2a56ff6561dddf297d2f67a5110a2c03
no - dropout,489,,489,0,0,22,1646780,-77,57,-66,-66,1,5,5,5,5,5,5,5,-66,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-66,-77,-66,-66,-66,-66,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-77,-66,-77,-66,-66,-66,-77,-77,"Mozilla/5.0 (Linux; Android 4.4.2; TR10CS1 Build/KVT49L) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,6e8006aac7c5a0581f82071cef3b46a2,1,0,1467215756,29/06/16 15:55,29/06/16 15:57,0000-00-00 00:00:00,57,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,e2f4a74ffbc0950554f144c075b23998
yes,Nicht Interaktiv,4,491,0,0,32,1496374,-77,-1,-66,-66,1,6,2,7,6,2,2,6,A father of 3 kids lost his home and really struggled to find other place to live. He live the nightmare of being homeless until some friends help him,It's a really sad story but also really true beacuase there a lot of people living the same situation,5,5,7,6,7,6,5,6,7,5,1,1,7,6,6,6,6,6,1,1,1,4,1,2,4,5,2,3,6,6,7,20,I need the money but I also want to donate a little to feel good about myself,4,3,3,1,3,2,-77,-66,38111206,2,-99,29,American,USA,3,1,-99,0,0,0,0,1,0,0,-99,1,-99,1,-99,-99,Great and meaningful story,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,3a07d6f00e9b121fbe96759a262a296f,1,0,1467216614,29/06/16 16:10,29/06/16 20:18,0000-00-00 00:00:00,71,14694,14723,14823,14657,67,14573,14602,14845,14585,14862,14518,14794,14884,0,0,14917,0,0,0,0,0,0,0,0,17,6e0ad2613392c3201bc834f7b1f7fac3
no - dropout,492,,492,0,0,22,1646780,-77,71,-66,-66,1,6,5,5,6,5,6,5,-66,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-66,-77,-66,-66,-66,-66,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-77,-66,-77,-66,-66,-66,-77,-77,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,a608fffda04bb5c60ae2eca3479d0389,1,0,1467216714,29/06/16 16:11,29/06/16 16:26,0000-00-00 00:00:00,71,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,d036276f045ff45e93cfaaad44120545
yes,Interaktiv,6,493,0,0,22,1693845,-77,1901,-66,-66,1,6,5,5,6,4,5,5,"The protagonist their had been evicted due to the landlord's fake to pay, despite being given rent. The protagonist then struggled for months - couch surfing and sleeping in tier car while trying to find a new place to call home. Eventual an old friend took them and their children in to their small, cramped apartment.",Too long.,2,2,5,5,4,3,4,4,4,4,2,2,4,2,3,3,3,2,4,2,4,4,3,5,2,2,3,3,4,5,7,100,"It was an extra dollar I want baking on. Easy come, easy go. I'm not going to miss it but sometime else could use it",4,3,1,1,3,1,-77,-66,Sandy Bumm,4,Becky,33,Canadian,Canada,3,1,-99,0,0,0,1,0,0,0,-99,2,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Linux; Android 4.4.2; SM-G386W Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,603a1938de171425a15d58e892c53444,1,0,1467216732,29/06/16 16:12,29/06/16 16:44,0000-00-00 00:00:00,91,1557,1658,1835,1506,73,1339,1406,1895,1355,1901,1232,1752,1935,0,0,0,0,0,0,0,0,0,0,0,14,60e4ac499b5bd9a0ca4761ec0bdc3159
yes,Interaktiv,6,494,0,0,31,1496374,-77,1718,-66,-66,1,6,2,5,6,3,2,6,The person became homeless because of the landlords not paying the mortgage. She was essentially put on the street with no where to go except with family and friends. She was very grateful for all the support and assistance she received.,I thought it was a depressing yet uplifting story. I enjoyed being able to choose the actions of the main character. It reminded me of those old choose your own adventure type books; quite nostalgic.,6,5,6,7,7,6,7,6,6,6,4,5,5,5,6,6,6,6,2,2,1,2,2,1,5,5,4,5,6,6,7,1,Because I am unsure if the money will actually go there and it would not be my first choice of charities. I would like to give to the charity of my choice and I would like to make sure that they get it.,4,3,1,1,3,1,-77,-66,36856858,1,-99,26,American,USA,1,1,-99,0,1,0,0,1,0,0,-99,2,-99,1,-99,No it had a very smooth and connected feel to it.,Very good story and user interface. There is not much I would change...maybe add some pictures to add to the emotion.,1,2,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,9f27c50711d9cba99a10f17992c288de,1,0,1467216782,29/06/16 16:13,29/06/16 16:41,0000-00-00 00:00:00,40,1404,1472,1596,1383,37,1294,1327,1636,1307,1674,1253,1550,1689,1718,0,0,0,0,0,0,0,0,0,0,5,eda05c7b75d96599e98cd6830f19ca97
yes,Interaktiv,6,495,0,0,22,1693825,-77,1068,-66,-66,1,7,1,7,7,1,1,7,"A person was evicted because of the negligence of their landlord who hadn't payed their bills. The tenant faithfully their rent. The individual was left homeless and constantly had to ask others for help - mother, brother, best friend - or stay in their car which became a faithful companion. Close friends would often offer a place to stay but only if they had noooooowhere else to go and the author said the emphasis was on the drawn out no . Eventually they found a place and the generosity of strangers really helped them.",It made me really sad that people weren't exceptionally sympathetic and the story was heartbreaking.,7,6,7,7,6,7,7,6,7,7,5,5,7,7,7,1,2,2,1,1,1,1,1,1,7,6,6,7,7,7,7,1,I'd rather donate with real money. I regularly give money to organizations like this and would rather know entirely where my money is going. Eg. do not like donating money with store purchases and would rather make a donation on my own.,4,3,1,1,3,1,-77,-66,37116607,1,-99,29,Canadian,Canada,3,1,-99,0,0,0,0,0,1,0,-99,2,-99,1,-99,n/a,It was sad. People should be more empathetic.,1,2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,5f7ddaabb1351d56e2b8c0ef8da1b319,1,0,1467216824,29/06/16 16:13,29/06/16 16:31,0000-00-00 00:00:00,43,857,925,1030,827,40,740,767,1055,748,1068,689,987,1080,0,0,0,0,0,0,0,0,0,0,0,9,eec6dcea634356c9fe0185ff92ed1cfb
yes,Interaktiv,5,496,0,0,31,1496374,-77,816,-66,-66,1,7,6,5,6,1,2,4,A guy becomes homeless all of a sudden for no fault of his and the rest of the story is about his struggle to find a home.,none,2,2,4,5,4,3,3,4,4,4,1,1,4,3,3,4,5,5,2,1,1,2,2,1,1,2,3,2,4,3,7,1,no reason,4,3,4,1,3,1,-77,-66,32519618,2,-99,26,Indian,Ireland,3,6,Tamil,0,0,0,0,0,1,0,-99,2,-99,1,-99,none,none,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36 OPR/38.0.2220.31",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,fc9e9449f1955faba5bca4ac6b0be50d,1,0,1467216877,29/06/16 16:14,29/06/16 16:28,0000-00-00 00:00:00,52,620,629,753,609,49,519,548,787,531,792,473,704,802,816,0,0,0,0,0,0,0,0,0,0,7,583adf377cc83178f06fbe73a9be3c1d
no - dropout,497,,497,0,0,22,1692529,-77,48,-66,-66,1,6,1,6,6,1,1,6,-66,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-66,-77,-66,-66,-66,-66,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-77,-66,-77,-66,-66,-66,-77,-77,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000",1,0,0,-77,-77,ee772548d51986c6412156e43f5316a9,1,0,1467217067,29/06/16 16:17,29/06/16 16:18,0000-00-00 00:00:00,50,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,fabafb38740b40516a3559288c5c3c4c
no - dropout,498,,498,0,0,22,1646780,-77,57,-66,-66,1,6,1,5,7,1,3,7,-66,-66,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-66,-77,-66,-66,-66,-66,-77,-77,-66,-77,-77,-77,-77,-77,-77,-77,-66,-77,-66,-77,-66,-66,-66,-77,-77,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,ad4e8c32e21434bea0350814ee47f8da,1,0,1467217304,29/06/16 16:21,29/06/16 16:25,0000-00-00 00:00:00,57,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1a9f182309f0b29e0b62c03768ca257d
yes,Nicht Interaktiv,4,499,0,0,31,1496374,-77,831,-66,-66,1,5,3,3,5,4,3,5,The family was evicted from their residence without much information or prior notice. A friend kindly let the family stay in their spare bedroom otherwise they would have been homeless.,Being homeless is a terrible thing and it happens more than most people know.,6,6,2,7,6,6,6,5,7,6,5,5,6,6,7,2,2,5,2,1,2,2,2,2,4,5,5,6,6,6,7,100,This is a sad story and many people are homeless and need assistance.,4,1,3,1,3,1,-77,-66,1883983,1,-99,76,American,USA,3,1,-99,0,0,0,0,0,0,1,retired,1,-99,1,-99,Sad story,Being homeless is a horrible thing,1,2,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,61a6c64767df462b2d0468afab18c3a6,1,0,1467217363,29/06/16 16:22,29/06/16 16:36,0000-00-00 00:00:00,53,453,492,681,415,48,323,354,727,337,759,276,556,776,0,0,0,0,0,0,0,0,0,0,831,13,5ec61cb16f990008ccbb1b9b45db09b2
yes,Nicht Interaktiv,3,500,0,0,31,1496374,-77,1156,-66,-66,1,5,2,6,7,2,3,6,author became homeless and searching for home. She went every where with her three kids but didn't find any suitable place to live. Finally a friend of her gave her a room in her apartment and she was grateful to her for this kindness,feeling emotional and sad for author and her kids,6,6,6,7,4,7,7,6,7,2,3,3,7,4,6,6,7,6,2,1,3,4,2,2,6,3,6,6,6,7,7,10,for welfare of humans,2,3,3,4,3,1,-77,-66,21843889,2,-99,26,american,USA,3,1,-99,0,0,0,0,0,1,0,-99,1,-99,1,-99,-99,-99,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"169,388,616,938,871,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,09d13215e27f012a9e314d4602fe1c7d,1,0,1467217619,29/06/16 16:26,29/06/16 16:46,0000-00-00 00:00:00,55,901,915,1082,866,51,787,816,1104,797,1110,732,995,1119,0,1156,0,0,0,0,0,0,0,0,0,19,68f30d81749c2a5b38d8fec8e7e2c43d
no - not careful,501,,501,0,0,31,1496374,-77,367,-66,-66,1,6,4,6,7,4,3,5,its was very kind,na,5,6,6,6,5,6,6,7,5,5,5,4,6,5,6,6,7,6,1,4,2,1,2,2,2,5,5,2,2,2,7,1,i didnt donate,1,4,4,3,3,2,-77,-66,38384713,2,-99,27,american,usa,1,1,-99,0,0,0,0,0,1,0,-99,1,-99,1,-99,na,na,2,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,0,0,-77,-77,519b5c29a3b6b75b4de8e90b9eee9bdc,1,0,1467218802,29/06/16 16:46,29/06/16 16:52,0000-00-00 00:00:00,49,208,228,293,193,46,123,151,317,136,322,104,254,333,367,0,0,0,0,0,0,0,0,0,0,11,cdad79a66896e9ee48454172aa438b25
yes,Nicht Interaktiv,4,502,0,0,31,1496374,-77,522,-66,-66,1,7,1,7,7,1,1,7,The woman and her kids were evicted from her apartment. The kids were able to stay iwth the grandparents while she looked for a new home. It was very taxing for her.,I felt really bad for her. Its hard when your living paycheck to paycheck and raising kids.,7,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,6,1,1,1,1,1,1,1,1,3,6,7,7,7,100,It would mean more for them than it does to me,4,1,3,1,3,1,-77,-66,3587109,1,-99,33,Canadian,Canada,3,1,-99,0,0,1,0,0,0,0,-99,1,-99,1,-99,no,-99,1,2,Mozilla/5.0 (Windows NT 6.1; rv:47.0) Gecko/20100101 Firefox/47.0,-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,871dec4a910b9e8ca6aad8ab3f6711b4,1,0,1467219181,29/06/16 16:53,29/06/16 17:01,0000-00-00 00:00:00,49,381,396,469,367,35,303,324,483,307,487,264,434,494,0,0,0,0,0,0,0,0,0,0,522,9,28eb751076cb843e09efacb07d1095ae
yes,Interaktiv,4,504,0,0,31,1496374,-77,737,-66,-66,1,7,2,7,7,1,1,7,The guy got evicted from his house not by his mistake and he become homeless.Him and other his three kids as well.,"Yes, is very sad story and touchy story.",7,7,7,7,6,7,7,7,7,7,1,1,7,7,1,7,7,7,7,1,1,7,1,1,7,7,7,6,7,7,7,10,"Have no idea.I just did it that way.Really, no idea.Hopefully that is enough from me.",4,1,1,1,4,1,-77,-66,30777913,2,-99,36,Bosnian,UK,1,6,Bosnian,0,0,1,0,0,0,0,-99,2,-99,1,-99,None which I can mention now.,Not at all.Interesting and very different from other tasks and surveys.,1,2,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,1,0,-77,-77,6f9a4aff2b59142a57df96e33d8d7f8b,1,0,1467219594,29/06/16 16:59,29/06/16 17:12,0000-00-00 00:00:00,52,436,479,645,417,49,313,344,681,326,708,259,591,718,0,737,0,0,0,0,0,0,0,0,0,5,b953aada5099955fb14f5ec9f46eee25
yes,Nicht Interaktiv,5,506,0,0,22,1693825,-77,1227,-66,-66,1,6,3,6,6,5,3,5,A women was evected from her townhouse. She had a very difficult time finding another place. Had to rely on friends and family for a bed to sleep in,I wonder why it took so long to find a place of her own.,4,5,5,6,3,6,4,3,6,5,2,2,4,6,5,4,5,5,3,2,2,2,3,2,5,4,3,5,4,6,7,1,I am onlu receiving a fraction of the dollar,4,3,3,1,3,1,-77,-66,16854635,2,-99,65,american,USA,3,1,-99,0,0,0,0,0,0,1,retired,1,-99,1,-99,-99,-99,1,2,Mozilla/5.0 (Windows NT 10.0; rv:47.0) Gecko/20100101 Firefox/47.0,-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"1,693,886,169,388,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",0,0,0,-77,-77,4edcccebf6bb1a8e40c7db29326bc706,1,0,1467219708,29/06/16 17:01,29/06/16 17:22,0000-00-00 00:00:00,121,979,1015,1187,957,114,817,871,1221,842,1227,741,1103,1259,0,0,0,0,0,0,0,0,0,0,0,43,51f2b2dc6f024e9097823ed837fe9a05
yes,Interaktiv,5,507,0,0,31,1496374,-77,1181,-66,-66,1,4,3,7,7,1,3,7,"A man with his childs got moved out of the house. He was trying to find a temporary place to live in, before he founds house where he and his family could live for a longer time.",I will keep that for myself only.,7,6,5,6,6,7,6,7,7,7,7,7,7,1,3,1,1,1,2,1,2,4,6,4,6,5,7,7,7,7,7,60,.,4,3,4,1,3,1,-77,-66,38447077,2,-99,22,Lithuanian,UK,2,6,Lithuanian,0,1,0,0,0,0,1,Sumer time job,2,-99,1,-99,No,One of the most motivating surveys i ever had,1,2,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",-99,0,-99,0,0,0,0,0,0,0,-99,-99,-66,-66,0,-99,"16,938,861,693,887,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000",1,1,0,-77,-77,6f35fca7e049374af43edc55fe016f69,1,0,1467219933,29/06/16 17:05,29/06/16 17:25,0000-00-00 00:00:00,74,920,927,1093,883,70,738,780,1122,752,1140,690,1009,1163,0,0,0,0,0,0,1181,0,0,0,0,12,52402f72f167070b55123dca17cb1833
